OBJECTID,ASSET_ID,SITE_NAME,PLOT_NO,FEATURE_ID,LOCATION,TYPE,PRIM_MEAS,UNIT,SITE_CODE,FEAT_GP,UPRN,VALIDATED,CENTROID_X,CENTROID_Y,FEATURE_AREA,FEATURE_LENGTH,WEB_SITE,MAKE_UPRN,MAJOR_SITE,CENTRAL_ASSET_ID,CONTRACT_AREA_NAME,CUSTOMER,DEAD_FLAG,FEATURE_GROUP,FEATURE_GROUP_CODE,FEATURE_TYPE_NAME,FEATURETYPECODE,NOTES,REVISION_NO,gislive.PARKS.P_AND_GS_SITES.AREA,SITE,SHAPESTArea,SHAPESTLength
1,PK00144904,Horfield Common Tennis Centre (Ardagh),108888,Local Park," Sports Facilities,",Parks and Green Space Site,1,Site,HORFTECEAR,PG,000000303286,2011/03/28 00:00:00+00,358950.25839676,176388.69243329,13146.5359545,477.5889029,in,0,13146.535*,,,,,,,,,,,,,13146.5359545,477.588902907716
2,PK00145098,The Tump,108888,Open Space,,Parks and Green Space Site,1,Site,THETU,PG,000000303395,2011/03/28 00:00:00+00,353894.09023307,177677.02852023,34160.45597243,1046.82484072,in,0,34160.455*,,,,,,,,,,,,,34160.4559725,1046.82484071796
3,PK00145035,Rowlandson Gardens Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,ROWLGAOS,PG,000000303906,2011/03/28 00:00:00+00,360524.79533573,176945.40092498,7183.06341951,470.62274908,out,0,7183.0634*,,,,,,,,,,,,,7183.0634195,470.622749082668
4,PK00144896,Highridge Park,108888,Open Space,,Parks and Green Space Site,1,Site,HIGHPA,PG,000000303718,2011/03/28 00:00:00+00,356555.25202214,168447.27627444,1145.42126999,355.64035583,out,0,1145.4212*,,,,,,,,,,,,,1145.42127,355.640355832619
5,PK00144849,Frenchay Park Road (Stapleton AFC),108888,Playing Field," Sports Facilities,",Parks and Green Space Site,1,Site,FRENPAROST,PG,000000303455,2011/03/28 00:00:00+00,363165.64194053,177637.42861198,28979.86774989,796.63863752,In,0,28979.867*,,,,,,,,,,,,,28979.86775,796.638637519965
6,PK00144927,Lakemead Grove Sportsground,108888,Playing Field," Cafe/Mobile Catering, Sports Facilities,",Parks and Green Space Site,1,Site,LAKEGRSP,PG,000000303705,2011/03/28 00:00:00+00,356786.51689721,168677.31125801,36181.4130975,1040.90773958,out,0,36181.413*,,,,,,,,,,,,,36181.4130975,1040.90773958243
7,PK00145033,Roman Remains (Portway),108888,Amenity Area,,Parks and Green Space Site,1,Site,ROMAREPO,PG,000000303477,2011/03/28 00:00:00+00,355125.63252709,175768.12561026,275.41825,68.48536896,out,0,275.41824*,,,,,,,,,,,,,275.41825,68.485368956244
8,PK00145052,South Street Park,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,SOUTSTPA,PG,000000303413,2011/03/28 00:00:00+00,358092.63505736,171279.74794282,4832.46221549,439.16133942,in,0,4832.4622*,,,,,,,,,,,,,4832.4622155,439.161339416961
9,PK00144991,Novers Common,108888,Open Space,,Parks and Green Space Site,1,Site,NOVECOSTOS,PG,000000303827,2011/03/28 00:00:00+00,358579.81864765,170254.8139899,68338.98823853,1705.6259631,out,0,68338.988*,,,,,,,,,,,,,68338.9882385,1705.62596309248
10,PK00145051,Somerset Square Green Space,108888,Local Park," Attraction,",Parks and Green Space Site,1,Site,SOMESQ,PG,000000299337,2011/03/28 00:00:00+00,359165.00467708,172134.30241952,2637.71254999,208.7326535,in,0,2637.7125*,,,,,,,,,,,,,2637.71255,208.732653503925
11,PK00145046,Shirehampton Sportsground,108888,Playing Field," Sports Facilities,",Parks and Green Space Site,1,Site,SHIRSP,PG,000000303497,2011/03/28 00:00:00+00,353701.79069518,177153.92084011,17401.59069142,511.80320999,Pe*,0,17401.590*,,,,,,,,,,,,,17401.5906915,511.803209985621
12,PK00145091,The Coppice,108888,Open Space,,Parks and Green Space Site,1,Site,THECOP,PG,000000303795,2011/03/28 00:00:00+00,356218.90707956,167569.88910536,18022.21329851,1088.27202405,Pa*,0,18022.213*,,,,,,,,,,,,,18022.2132985,1088.27202404255
13,PK00145032,Roman Remains (Long Cross),108888,Amenity Area," Museum,",Parks and Green Space Site,1,Site,ROMARELOCR,PG,000000302463,2011/03/28 00:00:00+00,353394.35461818,177553.5084466,815.37647499,126.61785966,out,0,815.37647*,,,,,,,,,,,,,815.376475,126.617859661444
14,PK00144784,City Docks,108888,Amenity Area,"SAM, Heritage at Risk, Attraction,",Parks and Green Space Site,1,Site,CITYDOCO,SW,,,358217.90787756,172349.07773443,142025.65292996,28418.26565341,Out,,142025.65*,,,,,,,,,,,,,142025.65292983,28418.2656533648
15,PK00144695,Adelaide Place Park,108888,Local Park,,Parks and Green Space Site,1,Site,ADELPL,PG,000000303897,2022/08/15 00:00:00+00,360835.14370843,173881.77867209,511.88426684,129.88669459,Out,0,495.11031*,,,,,,,,,,,,,511.88426685,133.004086660705
16,PK00144697,Albany Green Park,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,ALBAGR,PG,000000303198,2022/08/15 00:00:00+00,359591.65237257,174384.64018662,2192.55975653,207.92944176,In,0,2192.5597*,,,,,,,,,,,,,2192.5597565,207.929441759648
17,PK00144699,Allerton Crescent Amenity Area,108888,Amenity Area,,Parks and Green Space Site,1,Site,ALLECR,PG,000000303529,2022/08/15 00:00:00+00,360731.68858032,167868.43378021,3459.72422148,244.31410887,Out,0,3459.7242*,,,,,,,,,,,,,3459.7242215,244.314108871575
18,PK00144698,Albion Road Amenity Area,108888,Amenity Area," Play Area,",Parks and Green Space Site,1,Site,ALBIROOS,PG,000000303871,2022/08/15 00:00:00+00,360900.22390288,174210.31336517,1107.46713999,157.78822211,In,0,1107.4671*,,,,,,,,,,,,,1107.46714,157.788222110898
19,PK00144700,Allison Avenue Amenity Area,108888,Amenity Area,,Parks and Green Space Site,1,Site,ALLIAV,PG,000000303652,2022/08/15 00:00:00+00,362258.57786806,171597.25638631,2030.94252197,203.92944641,In,0,2030.9425*,,,,,,,,,,,,,2030.942522,203.929446412557
20,PK00144701,Allison Avenue & Hill Lawn,108888,Amenity Area,,Parks and Green Space Site,1,Site,ALLIAVHILA,PG,000000303295,2022/08/15 00:00:00+00,362130.92606656,171297.18757302,7219.22786948,735.52525312,Pe*,0,7219.2278*,,,,,,,,,,,,,7219.2278695,735.525253120325
21,PK00201280,Winash Amenity Area,108888,Amenity Area,,Parks and Green Space Site,0,Site,WINAAA,PG, ,2022/08/15 00:00:00+00,361570.28358151,169445.35593009,2750.02168099,340.07281073,in,0,2750.0216*,,,,,,,,,,,,,2750.021681,340.072810730837
22,PK00144702,Amercombe & Hencliffe Walk,108888,Amenity Area,,Parks and Green Space Site,1,Site,AMERHEWA,PG,000000303361,2022/08/17 00:00:00+00,361603.36981912,169173.62202256,9742.72040117,893.37502078,out,0,9968.6983*,,,,,,,,,,,,,9742.72040115,894.591282707506
23,PK00144706,Arlington Villas Park,108888,Local Park,,Parks and Green Space Site,1,Site,ARLIVI,PG,000000303217,2022/08/17 00:00:00+00,357527.84882131,173452.20857227,2010.426422,225.40121999,Out,0,2010.4264*,,,,,,,,,,,,,2010.426422,225.401219992741
24,PK00144705,Argyle Road Playing Fields,108888,Playing Field," Play Area, Sports Facilities,",Parks and Green Space Site,1,Site,ARGYROPLFI,PG,000000303289,2022/08/17 00:00:00+00,363622.34337223,174619.09179337,63655.4543442,1689.83680992,Out,0,63655.454*,,,,,,,,,,,,,63655.454344,1689.83680992506
25,PK00144704,Argyle Place Park,108888,Pocket Park," Play Area,",Parks and Green Space Site,1,Site,ARGYPL,PG,000000299405,2022/08/17 00:00:00+00,357461.62564227,172549.93098791,1093.95924648,163.80299485,In,0,1093.9592*,,,,,,,,,,,,,1093.9592465,163.802994853917
26,PK00144703,Anchor Square,108888,Amenity Area,Listed Building,Parks and Green Space Site,1,Site,ANCHSQ,PG,000000303456,2022/08/17 00:00:00+00,358459.55276744,172545.99971094,3542.32346723,339.26644978,Pe*,0,3810.6529*,,,,,,,,,,,,,3542.3234672,344.306669575563
27,PK00144712,Ashton Vale Playing Fields,108888,Playing Field," Cafe/Mobile Catering, Sports Facilities,",Parks and Green Space Site,1,Site,ASHTVAPLFI,PG,000000303279,2022/08/17 00:00:00+00,356289.57293729,170292.29688242,38064.81554846,1089.39439561,in,0,38064.815*,,,,,,,,,,,,,38064.8155485,1089.39439560853
28,PK00144711,Ashton Court Estate,108888,Destination Park," Attraction, Cafe/Mobile Catering, Sports Facilities,",Parks and Green Space Site,1,Site,ASHTCOES,PG,000000303360,2022/08/17 00:00:00+00,355190.03572549,172022.60950241,3110614.12373181,11555.90180547,in,0,3110614.1*,,,,,,,,,,,,,3110614.1237315,11555.9018054795
29,PK00144718,Bamfield Green Space,108888,Open Space,,Parks and Green Space Site,1,Site,BAMFRO,PG,000000303400,2022/08/18 00:00:00+00,360073.41718695,168040.60484151,37832.54940701,889.60883224,in,0,37832.549*,,,,,,,,,,,,,37832.549407,889.608832242632
30,PK00144713,Avonmouth Park,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,AVONPA,PG,000000303365,2022/08/17 00:00:00+00,351684.84827595,178177.50350729,9244.64017794,461.12004102,in,0,9244.6401*,,,,,,,,,,,,,9244.640178,461.120041021033
31,PK00272670,Bangrove Walk CPG,108888,Childrens Play Only," Play Area,",Parks and Green Space Site,1,Site,BANGWACPG, ,,2022/08/18 00:14:54+00,353403.82789433,177662.77680179,1053.8299315,134.04759642,out,,1053.8299*,,,,,,,,,,,,,1053.8299315,134.04759642038
32,PK00144720,Barnard Park,108888,Open Space,,Parks and Green Space Site,1,Site,BARNPAWEFA,PG,000000303474,2022/08/18 00:00:00+00,356937.74356431,179032.49330037,11292.37001391,752.48417072,in,0,11292.370*,,,,,,,,,,,,,11292.370014,752.484170722264
33,PK00144721,Barracks Lane Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,BARRLAOS,PG,000000303806,2022/08/18 00:00:00+00,352997.88184403,177789.24030191,4348.06153975,374.57013182,in,0,4348.0615*,,,,,,,,,,,,,4348.06153977,374.570131822691
34,PK00144723,Barton Hill Road A/A,108888,Amenity Area,,Parks and Green Space Site,1,Site,BARTHIROAA,PG,000000303263,2022/08/18 00:00:00+00,360778.71142436,173042.43846044,2250.01936498,238.97011979,In,0,2250.0193*,,,,,,,,,,,,,2250.019365,238.970119790128
35,PK00144728,Begbrook Green Park,108888,District Park," Play Area, Sports Facilities,",Parks and Green Space Site,1,Site,BEGBGRPA,PG,000000303329,2022/08/18 00:00:00+00,363070.19155767,177079.50055828,77526.69560948,2180.73653898,In,0,77526.695*,,,,,,,,,,,,,77526.6956095,2180.73653898207
36,PK00144719,Bannerman Road Park,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,BANNROPA,PG,000000303266,2022/08/18 00:00:00+00,360701.83430152,173839.80529537,4485.45605551,295.42003553,In,0,4485.4560*,,,,,,,,,,,,,4485.4560555,295.420035529142
37,PK00144729,Belland Drive Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,BELLDROS,PG,000000303498,2022/08/18 00:00:00+00,359906.41418984,167662.05212404,10275.61591954,644.24205077,out,0,10275.615*,,,,,,,,,,,,,10275.6159195,644.24205076726
38,PK00144731,Belmont Street Amenity Area,108888,Pocket Park,,Parks and Green Space Site,1,Site,BELLSTSTMA,PG,000000303870,2022/08/18 00:00:00+00,360712.08780106,174426.79052711,585.150076,100.40897294,In,0,585.15007*,,,,,,,,,,,,,585.150076,100.408972946294
39,PK00144730,Bellevue Road Park,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,BELLROCP,PG,000000299605,2022/08/18 00:00:00+00,361090.3609903,174400.87757241,1592.43867,248.3473128,In,0,1592.4386*,,,,,,,,,,,,,1592.43867,248.347312803311
40,PK00144734,Billand Close,108888,Road Verges,,Parks and Green Space Site,1,Site,BILLCL,PG,000000303485,2022/08/18 00:00:00+00,356369.39860364,167356.10105549,1824.08908651,275.54539273,out,0,1824.0890*,,,,,,,,,,,,,1824.0890865,275.54539272905
41,PK00144736,Blaise Castle Estate,108888,Destination Park,"SAM, Museum, Attraction, Cafe/Mobile Catering, Play Area, Sports Facilities,",Parks and Green Space Site,1,Site,BLAICAES,PG,000000205508,2022/08/18 00:00:00+00,355654.71410185,178111.74877711,1222676.24293443,10921.66014313,in,0,1223426.8*,,,,,,,,,,,,,1222676.24293443,10749.6796500417
42,PK00144741,Bonville Road Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,BONVROOS,PG,000000303896,2022/08/18 00:00:00+00,362646.14008288,170805.45549219,10341.06263703,555.86912497,Out,0,10341.062*,,,,,,,,,,,,,10341.062637,555.869124972389
43,PK00144739,Bloy Square,108888,Amenity Area,,Parks and Green Space Site,1,Site,BLOYSQ,PG,000000303470,2022/08/18 00:00:00+00,361143.09433268,174093.81596848,796.26529999,115.87462876,out,0,796.26529*,,,,,,,,,,,,,796.2653,115.874628761995
44,PK00144738,Blake Road Open Space,108888,Open Space," Attraction,",Parks and Green Space Site,1,Site,BLAKROOS,PG,000000303274,2022/08/18 00:00:00+00,360474.61268462,176655.63076606,14196.56207348,901.81399833,Out,0,14196.562*,,,,,,,,,,,,,14196.5620735,901.813998330472
45,PK00144749,Bridgwater Road Amenity Area,108888,Open Space,,Parks and Green Space Site,1,Site,BRIDRO,PG,000000303479,2022/08/18 00:00:00+00,356736.11777458,169645.81264038,2134.40204354,413.42477641,Out,0,2134.4020*,,,,,,,,,,,,,2134.4020435,413.424776415864
46,PK00145122,Briery Leaze Road Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,WHITPH2,PG,000000303823,2022/08/18 00:00:00+00,360310.1429119,168209.35058482,107072.83910641,2047.91396227,Pe*,0,107072.83*,,,,,,,,,,,,,107072.8391065,2047.91396226278
47,PK00144745,Brandon Hill Park,108888,City Centre Park,"Heritage at Risk, Attraction, Cafe/Mobile Catering, Play Area,",Parks and Green Space Site,1,Site,BRANHIPA,PG,000000303372,2022/08/18 00:00:00+00,357918.85243107,172846.00261699,84487.42950499,1571.29906744,In,0,84487.429*,,,,,,,,,,,,,84487.429505,1571.29906744344
48,PK00144743,Bracey Drive Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,BRACDROS,PG,000000303852,2022/08/18 00:00:00+00,364287.24468809,176824.5802125,2051.8694935,187.73561289,In,0,2051.8694*,,,,,,,,,,,,,2051.8694935,187.735612894945
49,PK00144747,Brentry Hill,108888,Amenity Land,,Parks and Green Space Site,1,Site,BRENHI,PG, ,2022/08/18 00:00:00+00,357361.1015047,178831.73149741,4349.52384652,410.20144938,in,0,4349.5238*,,,,,,,,,,,,,4349.5238465,410.201449385397
50,PK00144746,Brean Down Avenue A/A,108888,Amenity Area,,Parks and Green Space Site,1,Site,BREADOAVAA,PG,000000303333,2022/08/18 00:00:00+00,357688.48967453,176086.63346922,3052.132244,364.96967001,Out,0,3052.1322*,,,,,,,,,,,,,3052.132244,364.96967000725
51,PK00144744,Bradeston Grove & Sterncourt Road,108888,Road Verges,,Parks and Green Space Site,1,Site,BRADGRSTRO,PG,000000303326,2022/08/18 00:00:00+00,363268.44558167,177313.23101968,4275.45562499,334.56991546,In,0,4275.4556*,,,,,,,,,,,,,4275.455625,334.569915461658
52,PK00144750,Briery Leaze Road Amenity Area,108888,Amenity Area,,Parks and Green Space Site,1,Site,BRIELERORO,PG, ,2022/08/18 00:00:00+00,360209.63727168,167880.89667363,907.41348251,419.81947445,Out,0,907.41348*,,,,,,,,,,,,,907.4134825,419.819474450392
53,PK00144755,Bristol Cathedral,108888,Amenity Area,Grade 1 Listed Building,Parks and Green Space Site,1,Site,BRISCA,PG,000000303878,2022/08/18 00:00:00+00,358337.36644361,172701.93493767,3158.04923151,521.2015062,Out,0,3158.0492*,,,,,,,,,,,,,3158.0492315,521.201506197661
54,PK00144780,Charles Place Childrens Play Ground,108888,Childrens Play Only," Attraction, Play Area,",Parks and Green Space Site,1,Site,CHARPLHO,PG,000000303200,2022/09/07 00:00:00+00,357043.22198577,172518.83539758,402.18380949,114.90002095,In,0,402.18380*,,,,,,,,,,,,,402.1838095,114.900020948067
55,PK00144779,Chaplin Road Green Space,108888,Pocket Park,,Parks and Green Space Site,1,Site,CHAPRO,PG,000000303872,2022/09/07 00:00:00+00,360763.96750605,174142.01731662,374.6965485,79.82364274,In,0,374.69654*,,,,,,,,,,,,,374.6965485,79.8236427357731
56,PK00144776,Canynge Square Park,108888,Local Park,,Parks and Green Space Site,1,Site,CANYSQ,PG,000000299131,2022/09/07 00:00:00+00,356868.65985119,173564.40628462,1402.91578204,185.53897497,Pe*,0,1402.9157*,,,,,,,,,,,,,1402.915782,185.538974971264
57,PK00144775,Canford Park,108888,District Park," Attraction, Cafe/Mobile Catering, Play Area, Sports Facilities,",Parks and Green Space Site,1,Site,CANFPAANCP,PG,000000299728,2022/09/07 00:00:00+00,356711.973978,177331.36850756,49733.47700594,994.79701136,in,0,49733.477*,,,,,,,,,,,,,49733.477006,994.797011353547
58,PK00144782,Cherry Tree Garden Amenity Area,108888,Amenity Area,Listed Building,Parks and Green Space Site,1,Site,CHERRGAWHH,PG,000000303905,2022/09/07 00:00:00+00,357790.59405262,172643.91275037,374.2800235,80.78973369,In,0,374.28002*,,,,,,,,,,,,,374.2800235,80.7897336845257
59,PK00144781,Cheddar Grove,108888,Amenity Area,,Parks and Green Space Site,1,Site,CHEDGR,PG,000000303493,2022/09/07 00:00:00+00,357165.52270844,169653.99206044,2082.70465602,196.56116577,Out,0,2082.7046*,,,,,,,,,,,,,2082.704656,196.561165771146
60,PK00144759,Broadwalk Roundabout,108888,Roundabouts,,Parks and Green Space Site,1,Site,BROAROA,PG,000000303651,2022/09/07 00:00:00+00,359914.91972552,170491.93358709,2115.45206699,175.65684538,Out,0,2115.4520*,,,,,,,,,,,,,2115.452067,175.656845381791
61,PK00144758,Broadwalk Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,BROAOS,PG,000000303667,2022/09/07 00:00:00+00,360463.20438968,170635.56020631,2319.20805451,242.0307052,out,0,2319.2080*,,,,,,,,,,,,,2319.2080545,242.03070520263
62,PK00144756,Brixton Road Amenity Area,108888,Local Park,,Parks and Green Space Site,1,Site,BRIXROAA,PG,000000303821,2022/09/07 00:00:00+00,360888.94029406,173685.13359944,602.3097405,112.08079805,In,0,602.30974*,,,,,,,,,,,,,602.309740495,112.080798047855
63,PK00144757,Brixham Road Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,BRIXROOS,PG,000000303403,2022/09/07 00:00:00+00,358404.8714221,170413.09466745,12369.11983802,697.8886599,in,0,12369.119*,,,,,,,,,,,,,12369.119838,697.88865989432
64,PK00144808,Brunel Lock Amenity Area,108888,Amenity Area," Attraction,",Parks and Green Space Site,1,Site,BRUNLOAA,PG, ,2022/09/07 00:00:00+00,356746.95011382,172302.6419806,1534.80764991,408.00607757,out,0,1534.8076*,,,,,,,,,,,,,1534.80764992,408.006077571233
65,PK00144763,Broomhill Road Park,108888,Pocket Park,,Parks and Green Space Site,1,Site,BROOROPA,PG,000000303885,2022/09/07 00:00:00+00,362802.72359766,171403.54378422,694.56772103,109.0422713,In,0,694.56772*,,,,,,,,,,,,,694.567721,109.042271301858
66,PK00144764,Brook Street CPG,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,BROOSTCP,PG,000000302327,2022/09/07 00:00:00+00,361225.12001063,173510.72692782,1235.78407299,156.25714397,In,0,1235.7840*,,,,,,,,,,,,,1235.784073,156.257143972029
67,PK00144770,Byron Street Amenity Area,108888,Amenity Area,,Parks and Green Space Site,1,Site,BYROSTNERO,PG, ,2022/09/07 00:00:00+00,360050.77550464,174267.63579443,1453.40346001,188.47691133,Out,0,1453.4034*,,,,,,,,,,,,,1453.40346,188.476911335459
68,PK00144767,Burnbush Close Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,BURNCLOS,PG,000000303646,2022/09/07 00:00:00+00,362420.8520384,168889.70311259,1546.20875701,237.40705378,Pe*,1,1546.2087*,,,,,,,,,,,,,1546.208757,237.407053779828
69,PK00144765,Brunswick Square Green Space,108888,Local Park,,Parks and Green Space Site,1,Site,BRUNSQ,PG,000000303223,2022/09/07 00:00:00+00,359253.08534126,173630.26606192,1599.54648102,160.46241307,In,0,1599.5464*,,,,,,,,,,,,,1599.546481,160.462413068155
70,PK00144766,Brunswick Square Cemetery,108888,Local Park," Attraction,",Parks and Green Space Site,1,Site,BRUNSQCE,PG,000000303213,2022/09/07 00:00:00+00,359272.50699199,173727.83494217,4687.71293947,372.49901805,Out,0,4687.7129*,,,,,,,,,,,,,4687.7129395,372.499018046042
71,PK00144774,Canford Lane Woodlands,108888,Open Space,,Parks and Green Space Site,1,Site,CANFLAWO,PG,000000303689,2022/09/07 00:00:00+00,356038.79580729,177474.10801813,6804.35291597,337.96840304,in,0,6804.3529*,,,,,,,,,,,,,6804.352916,337.968403036758
72,PK00144771,Callington Road Nature Reserve,108888,Open Space,,Parks and Green Space Site,1,Site,CALLROOS,PG,000000303475,2022/09/07 00:00:00+00,361129.29617562,170354.64298287,63924.53460011,1570.29409271,in,0,63924.534*,,,,,,,,,,,,,63924.5346,1570.29409269857
73,PK00144786,Claremont Street Amenity Area,108888,Amenity Area,,Parks and Green Space Site,1,Site,CLAREST,PG,000000303264,2022/09/08 00:00:00+00,360421.84644066,174047.93007324,825.0675255,173.99300905,Out,0,825.06752*,,,,,,,,,,,,,825.0675255,173.993009055388
74,PK00144785,Clack Mills Green Space,108888,Open Space,,Parks and Green Space Site,1,Site,CLACMI,PG,000000303547,2022/09/08 00:00:00+00,355453.79419335,176912.0694698,61144.21032492,2044.31884668,in,0,61144.210*,,,,,,,,,,,,,61144.210325,2044.31884667789
75,PK00144783,Chocolate Path S/O Cumberland Road,108888,Open Space,Listed Building,Parks and Green Space Site,1,Site,CHOCPACURO,PG, ,2022/09/08 00:00:00+00,357655.61707207,172129.08330958,2896.2910894,2020.93913811,Out,0,2896.2910*,,,,,,,,,,,,,2896.2910895,2020.93913810493
76,PK00144788,Clark Street Green Space,108888,Pocket Park,,Parks and Green Space Site,1,Site,CLARST,PG,000000303254,2022/09/08 00:00:00+00,360211.47895818,173860.72307339,613.10694151,117.77410073,In,0,613.10694*,,,,,,,,,,,,,613.1069415,117.774100731662
77,PK00144787,Clarence Road O/S,108888,Open Space,,Parks and Green Space Site,1,Site,CLARRO,PG,000000303214,2022/09/08 00:00:00+00,360138.85390744,173352.90208792,2473.46871148,450.53499222,pe*,0,2473.4687*,,,,,,,,,,,,,2473.4687115,450.534992222868
78,PK00144793,Cobden Street AA,108888,Amenity Area,,Parks and Green Space Site,1,Site,COBDSTAA,PG, ,2022/09/08 00:00:00+00,361008.60388846,173309.97676749,1974.09331351,239.163563,In,0,1974.0933*,,,,,,,,,,,,,1974.0933135,239.163562995122
79,PK00144791,Clifton Parish Churchyard,108888,Local Park," Attraction,",Parks and Green Space Site,1,Site,CLIFPACH,PG,000000299650,2022/09/08 00:00:00+00,357390.63951798,172996.96862279,10727.81778903,548.37524166,Out,0,10727.817*,,,,,,,,,,,,,10727.817789,548.375241663464
80,PK00144790,Clifton Hill Open Space,108888,Amenity Area,,Parks and Green Space Site,1,Site,CLIFHIOS,PG,000000303219,2022/09/08 00:00:00+00,357372.47964908,172877.3001587,4769.24151161,642.01535691,out,0,4769.2415*,,,,,,,,,,,,,4769.241511625,642.015356905755
81,PK00144795,College Green Green Space,108888,Amenity Area," Attraction,",Parks and Green Space Site,1,Site,COLLGR,PG,000000303396,2022/09/08 00:00:00+00,358338.42933064,172769.80108568,13014.12289352,574.4458679,Pe*,0,13014.122*,,,,,,,,,,,,,13014.1228935,574.445867896073
82,PK00144794,Colebrook Road Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,COLEROCP,PG,000000303322,2022/09/08 00:00:00+00,364237.35270494,173746.05910642,5831.87293299,487.3007743,In,0,5831.8729*,,,,,,,,,,,,,5831.872933,487.300774305871
83,PK00144802,Court Farm Road Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,COURFAROOS,PG,000000303817,2022/09/08 00:00:00+00,359793.28896277,167379.00890438,16584.8277895,921.87487232,out,0,16584.827*,,,,,,,,,,,,,16584.8277895,921.874872312706
84,PK00144801,Cottle Road Green Space,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,COTTRO,PG,000000303399,2022/09/08 00:00:00+00,362647.45927966,168515.23290199,4527.828256,285.57518765,in,0,4527.8282*,,,,,,,,,,,,,4527.828256,285.575187647051
85,PK00144800,Cotswold Road Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,COTSROOS,PG,000000303838,2022/09/08 00:00:00+00,358645.98514888,171253.14560302,8575.78112151,914.3445923,in,0,8575.7811*,,,,,,,,,,,,,8575.7811215,914.344592301436
86,PK00144797,Cook Street Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,COOKSTOS,PG,000000303364,2022/09/08 00:00:00+00,352125.82808515,177812.96756977,7410.37847881,405.34135638,in,0,7515.3824*,,,,,,,,,,,,,7410.37847875,395.393060626278
87,PK00144809,Cumberland Basin (South),108888,Open Space,"Heritage at Risk,",Parks and Green Space Site,1,Site,CUMBBASO,PG,000000303247,2022/09/08 00:00:00+00,356760.83045168,172065.84341078,40601.83694741,1890.60555554,pe*,0,40601.836*,,,,,,,,,,,,,40601.8369475,1890.60555553039
88,PK00201118,Crews Hole Road Open Space,108888,Open Space,,Parks and Green Space Site,0,Site,CREWHORO,PG, ,2022/09/08 00:00:00+00,362685.41560627,173202.7100351,56771.87400455,1189.00543687,In,0,56771.874*,,,,,,,,,,,,,56771.8740045,1189.00543685889
89,PK00145092,Crescent Road Green Space,108888,Amenity Area," Play Area,",Parks and Green Space Site,1,Site,THECROLSC,PG,000000303879,2022/09/08 00:00:00+00,364470.97835204,176861.48211086,933.82720699,125.83371648,in,0,933.82720*,,,,,,,,,,,,,933.827207,125.833716481385
90,PK00144803,Craydon Grove,108888,Open Space,,Parks and Green Space Site,1,Site,CRAYGR,PG,000000303809,2022/09/08 00:00:00+00,361473.50877507,167983.56743002,12759.21432058,684.17601177,in,0,12759.214*,,,,,,,,,,,,,12759.2143205,684.176011774859
91,PK00144810,Dalby Avenue,108888,Road Verges,,Parks and Green Space Site,1,Site,DALBAV,PG,000000303361,2022/09/08 00:00:00+00,358710.97438269,171455.02482652,3640.6133785,286.80555022,in,0,3640.6133*,,,,,,,,,,,,,3640.6133785,286.805550220794
92,PK00144813,Delabere Avenue,108888,Road Verges,,Parks and Green Space Site,1,Site,DELAAV,PG,000000303319,2022/09/08 00:00:00+00,364042.52965029,176389.65795369,5842.93432501,397.94693156,Out,0,5842.9343*,,,,,,,,,,,,,5842.934325,397.94693155716
93,PK00144812,Dame Emily Park,108888,Local Park," Play Area, Sports Facilities,",Parks and Green Space Site,1,Site,DAMEEMPA,PG,000000303291,2022/09/08 00:00:00+00,358284.04984559,171684.85671579,16405.00646253,606.46066259,in,0,16405.006*,,,,,,,,,,,,,16405.0064625,606.460662583988
94,PK00144814,Derricke Road,108888,Amenity Area,,Parks and Green Space Site,1,Site,DERRRO,PG, ,2022/09/08 00:00:00+00,362753.01853602,168625.62628029,918.96865048,202.45133456,out,0,918.96865*,,,,,,,,,,,,,918.9686505,202.45133456445
95,PK00144815,Dingle Close,108888,Local Park," Sports Facilities,",Parks and Green Space Site,1,Site,DINGCL,PG,000000303548,2022/09/08 00:00:00+00,355173.53398294,176610.36296301,2941.89548948,206.85114412,in,0,2941.8954*,,,,,,,,,,,,,2941.8954895,206.851144124168
