OBJECTID,ASSET_ID,SITE_NAME,PLOT_NO,FEATURE_ID,LOCATION,TYPE,PRIM_MEAS,UNIT,SITE_CODE,FEAT_GP,UPRN,VALIDATED,CENTROID_X,CENTROID_Y,FEATURE_AREA,FEATURE_LENGTH,WEB_SITE,MAKE_UPRN,MAJOR_SITE,CENTRAL_ASSET_ID,CONTRACT_AREA_NAME,CUSTOMER,DEAD_FLAG,FEATURE_GROUP,FEATURE_GROUP_CODE,FEATURE_TYPE_NAME,FEATURETYPECODE,NOTES,REVISION_NO,gislive.PARKS.P_AND_GS_SITES.AREA,SITE,SHAPESTArea,SHAPESTLength
96,PK00144819,Dove Street Amenity Area,108888,Amenity Area," Play Area,",Parks and Green Space Site,1,Site,DOVEST,PG,000000303209,2022/09/08 00:00:00+00,358763.69510153,173723.56335547,2273.97850001,264.91218027,In,0,2273.9785*,,,,,,,,,,,,,2273.9785,264.912180270068
97,PK00144816,Doncaster Road Park,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,DONCROPA,PG,000000303350,2022/09/08 00:00:00+00,358108.43840259,178179.03384142,37559.59973803,1208.27530861,in,0,37559.599*,,,,,,,,,,,,,37559.599738,1208.27530861045
98,PK00144822,Duchess Way Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,DUCHWAOS,PG,000000303332,2022/09/08 00:00:00+00,361877.26294044,176694.29300987,12608.21212598,626.53407322,In,0,12608.212*,,,,,,,,,,,,,12608.212126,626.534073221764
99,PK00144821,Duchess Way Estate,108888,Road Verges,,Parks and Green Space Site,1,Site,DUCHWAES,PG,000000303465,2022/09/08 00:00:00+00,361762.20472291,176451.62846872,1473.98297498,180.06595726,Out,0,1473.9829*,,,,,,,,,,,,,1473.982975,180.065957261766
100,PK00144820,Downend Park Farm Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,DOWNPKFA,PG,000000303420,2022/09/08 00:00:00+00,360035.85459099,176507.96833189,4184.16424996,368.26817036,In,0,4184.1642*,,,,,,,,,,,,,4184.16425,368.26817035721
101,PK00144818,Dovercourt Road Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,DOVEROOS,PG,000000303422,2022/09/08 00:00:00+00,360057.29563529,176160.65798936,8767.29322102,491.55854612,In,0,8767.2932*,,,,,,,,,,,,,8767.293221,491.558546122434
102,PK00144832,Elm Lane Amenity Area,108888,No Code Allocated,,Parks and Green Space Site,1,Site,ELMLA,PG,000000303876,2022/09/08 00:00:00+00,357543.85140547,174857.96590943,576.0548735,117.53400942,in,1,576.05487*,,,,,,,,,,,,,576.0548735,117.534009417859
103,PK00144831,Ellesmere Road & River Bank Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,ELLERORIOS,PG,000000303888,2022/09/08 00:00:00+00,361584.74544311,170000.15773927,2423.87814248,598.21105502,out,0,2423.8781*,,,,,,,,,,,,,2423.8781425,598.211055017414
104,PK00144829,Eastwood Road Childrens Play Ground,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,EASTRDCP,PG,000000303670,2022/09/08 00:00:00+00,362873.00525125,171616.78142833,1617.5007495,162.06239246,In,0,1617.5007*,,,,,,,,,,,,,1617.5007495,162.06239245747
105,PK00144826,Eastwood Farm,108888,Open Space,,Parks and Green Space Site,1,Site,EASTFAINCO,PG,000000303804,2022/09/08 00:00:00+00,363164.49480488,171644.18650853,270409.93914822,3503.5335064,Pa*,0,270409.93*,,,,,,,,,,,,,270409.9391483,3503.53350638637
106,PK00144828,Eastville Park,108888,District Park," Attraction, Cafe/Mobile Catering, Play Area, Sports Facilities,",Parks and Green Space Site,1,Site,EASTPK,PG,000000303499,2022/09/08 00:00:00+00,361722.60430707,175506.79098419,399850.30709524,6095.72945247,In,0,399850.30*,,,,,,,,,,,,,399850.3070955,6095.72945247231
107,PK00144834,Emerson Square CPG,108888,Childrens Play Only," Play Area,",Parks and Green Space Site,1,Site,EMERSQ,PG,000000303349,2022/09/08 00:00:00+00,360503.9276733,177855.3931697,1202.64003752,190.7469301,In,0,1202.6400*,,,,,,,,,,,,,1202.6400375,190.746930106244
108,PK00144833,Embleton Road CPG,108888,Amenity Area," Play Area,",Parks and Green Space Site,1,Site,EMBLROCP,PG,000000303355,2022/09/08 00:00:00+00,358099.13354018,178544.90978478,2069.91951603,201.10932221,in,0,2069.9195*,,,,,,,,,,,,,2069.919516,201.109322208652
109,PK00144836,Fallodon Way Childrens Play Ground,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,FALLWACP,PG,000000303342,2022/09/08 00:00:00+00,357891.89816563,176110.9924846,2182.02028701,201.61906911,in,0,2182.0202*,,,,,,,,,,,,,2182.020287,201.619069114388
110,PK00144835,Falcondale Walk,108888,Road Verges,,Parks and Green Space Site,1,Site,FALCWA,PG,000000303699,2022/09/08 00:00:00+00,357263.24084305,177883.25371851,2536.15597097,479.16271058,out,0,2536.1559*,,,,,,,,,,,,,2536.155971,479.162710582167
111,PK00144841,Fishponds Park,108888,Local Park," Attraction, Play Area,",Parks and Green Space Site,1,Site,FISHPA,PG,000000303272,2022/09/08 00:00:00+00,363368.9192893,175959.90972365,4123.67814548,269.91332935,In,0,4123.6781*,,,,,,,,,,,,,4123.6781455,269.913329350352
112,PK00144840,Filwood Playing Fields,108888,Playing Field," Sports Facilities,",Parks and Green Space Site,1,Site,FILWPLFI,PG,000000272895,2022/09/08 00:00:00+00,359170.03943855,169300.07357507,87382.68804793,1573.10159536,pe*,0,87382.688*,,,,,,,,,,,,,87382.688048,1573.10159536464
113,PK00144838,Filwood Broadway,108888,Amenity Area," Play Area,",Parks and Green Space Site,1,Site,FILWBR,PG, ,2022/09/08 00:00:00+00,359365.78113451,169684.59019484,2166.53759699,272.15310062,out,0,2166.5375*,,,,,,,,,,,,,2166.537597,272.153100617889
114,PK00144848,Fremantle Square Green Space,108888,Amenity Area,Listed Building,Parks and Green Space Site,1,Site,FREESQ,PG,000000299761,2022/09/08 00:00:00+00,358945.53666877,174075.72163752,913.0989955,117.37090134,In,0,913.09899*,,,,,,,,,,,,,913.0989955,117.370901339152
115,PK00144844,Fortfield Road O/S,108888,Open Space,,Parks and Green Space Site,1,Site,FORTROOS,PG,000000303824,2022/09/08 00:00:00+00,360352.47890754,167827.89888826,6513.46908398,452.90779485,out,0,6513.4690*,,,,,,,,,,,,,6513.469084,452.907794851525
116,PK00144843,Fortfield Green,108888,Pocket Park," Play Area,",Parks and Green Space Site,1,Site,FORTGR,PG,000000303533,2022/09/08 00:00:00+00,360568.70391123,168125.11303915,2287.86366599,183.54410324,out,0,2287.8636*,,,,,,,,,,,,,2287.863666,183.544103246695
117,PK00144842,Fonthill Park,108888,Open Space,,Parks and Green Space Site,1,Site,FONTPA,PG,000000303347,2022/09/08 00:00:00+00,359211.79443416,178760.86544046,11358.97009644,526.67459805,in,0,11358.970*,,,,,,,,,,,,,11358.9700965,526.674598051402
118,PK00144852,Furber Road,108888,Road Verges,,Parks and Green Space Site,1,Site,FURBRO,PG,000000299479,2022/09/08 00:00:00+00,363870.15057232,173129.33129334,3827.40967344,593.72764347,In,0,3827.4096*,,,,,,,,,,,,,3827.4096735,593.727643476947
119,PK00144851,Froomsgate House Amenity Area,108888,Amenity Area,Listed Building,Parks and Green Space Site,1,Site,FROOHO,PG,000000303210,2022/09/08 00:00:00+00,358709.94178692,173249.47011192,1310.83794,180.04258379,Out,0,1310.8379*,,,,,,,,,,,,,1310.83794,180.042583793647
120,PK00144850,Friends Burial Ground,108888,Local Park,"SAM Attraction,",Parks and Green Space Site,1,Site,FRIEBUGR,PG,000000299070,2022/09/08 00:00:00+00,359036.9326436,172353.44238794,1200.43567098,163.47516515,In,0,1200.4356*,,,,,,,,,,,,,1200.435671,163.475165154213
121,PK00144858,Gill Avenue,108888,Road Verges,,Parks and Green Space Site,1,Site,GILLAV,PG,000000303665,2022/09/08 00:00:00+00,363974.41265895,176588.46624716,5472.66650699,500.78587587,pe*,0,5472.6665*,,,,,,,,,,,,,5472.666507,500.785875866137
122,PK00144856,Gaunts Ham Park,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,GAUNHAPA,PG,000000299415,2022/09/08 00:00:00+00,360684.5929263,173244.87051151,10337.97163852,511.96953884,In,0,10337.971*,,,,,,,,,,,,,10337.9716385,511.969538842715
123,PK00144853,Gainsborough Square Park,108888,Amenity Area," Play Area,",Parks and Green Space Site,1,Site,GAINSQ,PG,000000303339,2022/09/08 00:00:00+00,360981.26588856,176979.06942146,8298.52468597,349.32591901,In,0,8298.5246*,,,,,,,,,,,,,8298.524686,349.325919010597
124,PK00144865,Glyn Vale Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,GLYNVAOS,PG,000000302902,2022/09/08 00:00:00+00,359194.36354115,170400.8191681,89616.28891645,2157.69208693,Pa*,0,89616.288*,,,,,,,,,,,,,89616.2889165,2157.69208692836
125,PK00144864,Glencoyne Square,108888,Local Park,,Parks and Green Space Site,1,Site,GLENSQ,PG,000000303354,2022/09/08 00:00:00+00,358233.59573399,178548.85841941,14389.15029995,502.16800889,out,0,14389.150*,,,,,,,,,,,,,14389.1503,502.168008887215
126,PK00144861,Gladstone Street CPG,108888,Amenity Area,,Parks and Green Space Site,1,Site,GLADSTCP,PG,000000303271,2022/09/08 00:00:00+00,361624.76677542,173399.81795773,1348.46998633,196.67146463,In,0,1348.4699*,,,,,,,,,,,,,1348.46998634,196.671464629529
127,PK00144860,Gillebank Close,108888,Amenity Area,,Parks and Green Space Site,1,Site,GILLCL,PG,000000303647,2022/09/08 00:00:00+00,361982.78011918,168169.68431578,917.40733049,115.17549356,out,0,917.40733*,,,,,,,,,,,,,917.4073305,115.175493561531
128,PK00144859,Gill Avenue Hut,108888,Open Space,,Parks and Green Space Site,1,Site,GILLAVHU,PG,000000303314,2022/09/08 00:00:00+00,363880.8359255,176713.77380834,7733.22289797,509.04889981,In,0,7733.2228*,,,,,,,,,,,,,7733.222898,509.048899806283
129,PK00144870,Greville Smyth Park,108888,District Park," Play Area, Sports Facilities,",Parks and Green Space Site,1,Site,GREVSMPA,PG,000000303325,2022/09/08 00:00:00+00,356933.91509771,171706.83614049,97536.76243647,1804.59681262,in,0,97536.762*,,,,,,,,,,,,,97536.7624365,1804.59681261456
130,PK00144869,Greenhill Plantation,108888,Open Space,,Parks and Green Space Site,1,Site,GREEPL,PG,000000303363,2022/09/08 00:00:00+00,355114.07882033,178378.33337464,19438.26593747,672.96300116,in,0,19438.265*,,,,,,,,,,,,,19438.2659375,672.963001159827
131,PK00144868,Great Hayles Road Amenity Area,108888,Amenity Area,,Parks and Green Space Site,1,Site,GREAHARO,PG,000000303540,2022/09/08 00:00:00+00,360372.30614556,168715.95250063,2004.53307252,240.39872877,out,0,2004.5330*,,,,,,,,,,,,,2004.5330725,240.398728775955
132,PK00144867,Gores Marsh Park,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,GOREMA,PG,000000303481,2022/09/08 00:00:00+00,357081.77709001,170975.34305537,22000.02645749,628.23723151,in,0,22000.026*,,,,,,,,,,,,,22000.0264575,628.237231506622
133,PK00200068,Greystoke Avenue A/A,108888,Amenity Area,,Parks and Green Space Site,0,Site,GREYAVAA,PG, ,2022/09/08 00:00:00+00,357316.99837105,177845.44335638,1300.02599803,222.07313633,out,0,1300.0259*,,,,,,,,,,,,,1300.025998,222.073136331821
134,PK00144872,Grosvenor Road Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,GROSRO,PG,000000303228,2022/09/13 00:00:00+00,359558.70575691,174015.55679707,1907.10503698,321.64313948,Out,0,1907.1050*,,,,,,,,,,,,,1907.105037,321.643139484802
135,PK00144873,Grosvenor Road Amenity Area,108888,Local Park," Attraction,",Parks and Green Space Site,1,Site,GROSROASRA,PG,000000303206,2022/09/13 00:00:00+00,359709.14026601,174223.54007673,1600.65198549,219.77645787,In,0,1600.6519*,,,,,,,,,,,,,1600.6519855,219.776457863807
136,PK00144871,Greystoke Avenue O/S,108888,Local Park,,Parks and Green Space Site,1,Site,GREYAVOS,PG,000000303351,2022/09/13 00:00:00+00,358440.71056627,178495.54014201,23488.680326,1939.01983489,out,0,23488.680*,,,,,,,,,,,,,23488.680326,1939.01983489579
137,PK00144877,Hartcliffe Millennium Green,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,HARTMIGR,PG,000000303825,2022/09/13 00:00:00+00,358980.60593589,167638.91109229,10967.75249899,580.57971347,in,0,10967.752*,,,,,,,,,,,,,10967.752499,580.579713469899
138,PK00144876,Harbour Walls (Sea Mills),108888,Open Space,,Parks and Green Space Site,1,Site,HARBWASEMI,PG,000000303643,2022/09/13 00:00:00+00,355271.40872141,175115.25263519,58511.259179,4358.7367747,out,0,58511.259*,,,,,,,,,,,,,58511.259179,4358.73677469569
139,PK00144874,Grove Leaze A/A,108888,Road Verges,,Parks and Green Space Site,1,Site,GROVAA,PG,000000303880,2022/09/13 00:00:00+00,352629.38763957,176801.16024732,1080.932393,174.27462436,out,1,1080.9323*,,,,,,,,,,,,,1080.932393,174.274624360359
140,PK00144825,Hassell Drive Open Space,108888,Open Space," Play Area,",Parks and Green Space Site,1,Site,EAST6OS,PG,000000303545,2022/09/13 00:00:00+00,360256.45275891,173215.90422656,24137.19266952,1026.26814664,In,0,24137.192*,,,,,,,,,,,,,24137.1926695,1026.26814664395
141,PK00144878,Hartcliffe Way Roundabout,108888,Roundabouts,,Parks and Green Space Site,1,Site,HARTWARO,PG, ,2022/09/13 00:00:00+00,358750.30361327,168548.51236889,13393.03067854,413.98161706,out,0,13393.030*,,,,,,,,,,,,,13393.0306785,413.981617062024
142,PK00144881,Hazelbury Road Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,HAZEROOS,PG,000000303645,2022/09/13 00:00:00+00,361415.84495098,169252.50867155,15880.61471945,1085.75635188,in,0,15880.614*,,,,,,,,,,,,,15880.6147195,1085.75635188633
143,PK00144880,Hawkfield Meadow,108888,Open Space,,Parks and Green Space Site,1,Site,HAWKME,PG,000000303542,2022/09/13 00:00:00+00,359444.41837482,167941.29347153,58691.10653045,1380.05660524,in,0,58691.106*,,,,,,,,,,,,,58691.1065305,1380.056605238
144,PK00144888,Hengrove Farm Community Woodland  O/S,108888,Open Space,,Parks and Green Space Site,1,Site,HENGFACOWO,PG,000000303666,2022/09/13 00:00:00+00,360260.19512798,169570.2700559,20090.71352653,855.16988585,in,0,20090.713*,,,,,,,,,,,,,20090.7135265,855.169885853726
145,PK00144887,Henbury Open Space,108888,Open Space," Play Area,",Parks and Green Space Site,1,Site,HENBOS,PG,303411,2022/09/13 00:00:00+00,356708.17730994,179223.1021206,91783.24319259,2236.68879186,in,0,91783.243*,,,,,,,,,,,,,91783.2431925,2236.68879185698
146,PK00144886,Henbury Conservation Area,108888,Open Space,Listed Building,Parks and Green Space Site,1,Site,HENBCOAR,PG,000000303802,2022/09/13 00:00:00+00,356455.97853929,178929.17934526,26857.277529,792.09309638,in,0,26857.277*,,,,,,,,,,,,,26857.277529,792.093096380033
147,PK00144885,Henbury Churchyard,108888,Local Park," Attraction,",Parks and Green Space Site,1,Site,HENBCH,PG,000000303478,2022/09/13 00:00:00+00,356324.04899846,178793.29322125,3115.98365451,402.38124069,out,0,3115.9836*,,,,,,,,,,,,,3115.9836545,402.381240685105
148,PK00144883,Heathfield Crescent,108888,Amenity Area,,Parks and Green Space Site,1,Site,HEATCR,PG,000000303822,2022/09/13 00:00:00+00,360551.97960564,167819.8371254,863.641316,117.09871458,out,0,863.64131*,,,,,,,,,,,,,863.641316,117.098714579611
149,PK00144882,Headley Lane Park,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,HEADLACP,PG,000000303709,2022/09/13 00:00:00+00,357855.62770167,168932.16311687,7322.150993,370.46150626,in,0,7322.1509*,,,,,,,,,,,,,7322.150993,370.461506258801
150,PK00144889,Hengrove Park,108888,District Park," Play Area, Sports Facilities,",Parks and Green Space Site,1,Site,HENGPA,PG,000000300352,2022/09/13 00:00:00+00,359545.40985028,168587.32835156,531310.50068241,6700.81174121,pe*,0,534327.57*,,,,,,,,,,,,,531310.50068235,6695.57489838283
151,PK00144890,Hengrove Play Park,108888,Destination Park," Attraction, Cafe/Mobile Catering, Play Area,",Parks and Green Space Site,1,Site,HENGPLPA,PG,000000300205,2022/09/13 00:00:00+00,359430.40710809,168647.30743758,16269.67477249,728.07496374,in,0,16269.674*,,,,,,,,,,,,,16269.6747725,728.074963739457
152,PK00144899,Hither Bath Bridge Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,HITHBABROS,PG, ,2022/09/13 00:00:00+00,361202.96186897,170126.44424354,6714.94888096,619.86070644,out,0,6714.9488*,,,,,,,,,,,,,6714.948881,619.860706443624
153,PK00144897,Higham Street Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,HIGHSTOS,PG,000000303418,2022/09/13 00:00:00+00,359853.73997382,171906.02287104,2926.30985199,285.36661447,Pa*,0,2926.3098*,,,,,,,,,,,,,2926.309852,285.366614472918
154,PK00144895,High Kingsdown Flats CPG,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,HIGHKIFLCP,PG, ,2022/09/13 00:00:00+00,358401.36945999,173809.79208882,722.206853,109.1138133,In,0,722.20685*,,,,,,,,,,,,,722.206853,109.113813304971
155,PK00144903,Horfield Common Open Space,108888,Open Space," Play Area, Sports Facilities,",Parks and Green Space Site,1,Site,HORFCO,PG,000000303204,2022/09/13 00:00:00+00,359142.72647193,176701.9407717,120783.17124799,5985.81435685,in,0,120783.17*,,,,,,,,,,,,,120783.171248,5985.81435684829
156,PK00144902,Homeleaze (Pen Park Road),108888,Amenity Area,,Parks and Green Space Site,1,Site,HOMEPEPARO,PG,000000303791,2022/09/13 00:00:00+00,358703.80596243,179143.61153888,3596.01444855,572.5469037,in,0,3596.0144*,,,,,,,,,,,,,3596.0144485,572.546903697144
157,PK00144900,Holroyd House Amenity Land,109999,Amenity Land,,Parks and Green Space Site,1,Site,HOLRHOAA,SW,,2022/09/13 21:51:18+00,358979.12811762,,3795.45613248,312.80697341,in,,3795.4561*,,,,,,,,,,,,,3795.456132465,312.806973419892
158,PK00144906,Hudds Vale O/S,108888,Open Space,,Parks and Green Space Site,1,Site,HUDDVAOS,PG,000000303276,2022/09/13 00:00:00+00,362386.45171501,173922.98016206,2924.79910002,270.83037602,in,0,2924.7991*,,,,,,,,,,,,,2924.7991,270.830376020948
159,PK00144905,Horseshoe Bend (North),108888,Open Space,,Parks and Green Space Site,1,Site,HORSBENO,PG,000000303889,2022/09/13 00:00:00+00,353944.81449483,176774.84642468,9959.53836056,907.24337446,out,0,9959.5383*,,,,,,,,,,,,,9959.5383605,907.243374461459
160,PK00202964,Horfield Wheels Park,108888,Playing Field,,Parks and Green Space Site,1,Site,HORFWHPA,PG, ,2022/09/13 21:56:59+00,359594.3323834,177291.3624289,1371.61749598,163.66109278,in,0,1371.6174*,,,,,,,,,,,,,1371.617496,163.661092776009
161,PK00144909,Ilchester Crescent Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,ILCHCROS,PG,000000303491,2022/09/13 00:00:00+00,357546.90430013,170318.9985017,25492.66615251,1126.03646604,in,0,25492.666*,,,,,,,,,,,,,25492.6661525,1126.03646604456
162,PK00144908,Huntingham Road,108888,Amenity Area,,Parks and Green Space Site,1,Site,HUNTRO,PG,000000303416,2022/09/13 00:00:00+00,356572.28937436,167885.11270866,395.80084601,79.78777665,out,0,395.80084*,,,,,,,,,,,,,395.800846,79.7877766459446
163,PK00144912,Inns Court Housing,108888,Amenity Area," Play Area,",Parks and Green Space Site,1,Site,INNSCOWICL,PG,000000303844,2022/09/13 00:00:00+00,358727.86801796,168944.68977216,22038.72663902,2009.18202992,out,0,22038.726*,,,,,,,,,,,,,22038.726639,2009.18202991045
164,PK00144907,Hungerford Road Open Space,108888,Open Space," Play Area,",Parks and Green Space Site,1,Site,HUNGROOS,PG, ,2022/09/13 21:58:08+00,362225.83660689,169690.65091194,19971.58882902,1158.57945279,in,0,19971.588*,,,,,,,,,,,,,19971.588829,1158.57945278993
165,PK00144911,Inns Court Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,INNSCOOS,PG,303843,2022/09/13 00:00:00+00,358756.14900566,168828.47111455,73393.63469487,2559.8795434,in,0,73393.634*,,,,,,,,,,,,,73393.634695,2559.87954339709
166,PK00144917,King Square Park,108888,Local Park,,Parks and Green Space Site,1,Site,KINGSQ,PG,000000303199,2022/09/14 00:00:00+00,358931.95710814,173790.41459106,2005.10823552,174.1521179,In,0,2005.1082*,,,,,,,,,,,,,2005.1082355,174.152117899465
167,PK00144913,King George V Place,108888,Amenity Area," Attraction,",Parks and Green Space Site,1,Site,KINGGEVPL,PG,303473,2022/09/14 00:00:00+00,358607.89302793,172723.60786208,572.00994951,111.54981806,Out,0,572.00994*,,,,,,,,,,,,,572.0099495,111.549818057744
168,PK00144919,Kingswear Road Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,KINGSWRO,PG,000000303826,2022/09/14 00:00:00+00,358951.48804367,170539.17814737,30150.37972462,1438.30604893,in,0,30150.379*,,,,,,,,,,,,,30150.3797247,1438.30604892557
169,PK00144914,Kings Head Lane Park,108888,Local Park," Play Area, Sports Facilities,",Parks and Green Space Site,1,Site,KINGHELAPA,PG,000000300336,2022/09/14 00:00:00+00,356860.70849318,169032.13399934,45904.86379353,1069.80639426,in,0,45904.863*,,,,,,,,,,,,,45904.8637935,1069.80639426928
170,PK00144923,Knowle West Health Park,108888,Commercial Offices," Play Area,",Parks and Green Space Site,1,Site,KNOWWEHEPA,PG, ,2022/09/14 00:00:00+00,358709.07336892,170189.67133702,18100.69737151,850.78127025,out,0,18100.697*,,,,,,,,,,,,,18100.6973715,850.781270242905
171,PK00144924,Ladman Road,108888,Amenity Area,,Parks and Green Space Site,1,Site,LADMBARO,PG,000000303532,2022/09/14 00:00:00+00,362415.27895145,168387.94444376,475.49291053,91.07556575,out,0,539.00000*,,,,,,,,,,,,,475.492910525,86.6663726899432
172,PK00144926,Lakemead Grove Amenity Area,108888,Amenity Area," Play Area,",Parks and Green Space Site,1,Site,LAKEGRAA,PG,000000303484,2022/09/14 00:00:00+00,356633.08832274,168723.96215281,3309.1703565,245.59499215,in,0,3309.1703*,,,,,,,,,,,,,3309.1703565,245.594992151931
173,PK00144925,Ladman Road & Bus Terminal,108888,Amenity Area,,Parks and Green Space Site,1,Site,LADMROBUTE,PG,000000303397,2022/09/14 00:00:00+00,362483.11605537,168368.94851443,1554.47792904,253.60107958,out,0,1554.4779*,,,,,,,,,,,,,1554.477929,253.601079577671
174,PK00144930,Lawn Road Amenity Area,108888,Amenity Area,,Parks and Green Space Site,1,Site,LAWNRO,PG,000000303320,2022/09/14 00:00:00+00,363761.88458597,176129.52642449,1915.03897399,189.7593435,in,0,1915.0389*,,,,,,,,,,,,,1915.038974,189.75934350207
175,PK00144929,Lawfords Gate Park,108888,Local Park,,Parks and Green Space Site,1,Site,LAWFGA,PG,000000303235,2022/09/14 00:00:00+00,360010.48079417,173466.96346659,2056.4178015,184.33180994,out,0,2056.4178*,,,,,,,,,,,,,2056.4178015,184.331809938876
176,PK00144928,Lamplighters Open Space,108888,Open Space," Play Area,",Parks and Green Space Site,1,Site,LAMPOPSP,PG, ,2022/09/14 11:25:44+00,352840.86245394,176145.97430148,40620.77273701,932.36344701,in,0,40620.772*,,,,,,,,,,,,,40620.772737,932.363447012376
177,PK00144936,Lloyds Amphitheatre,108888,Amenity Area,Listed Building,Parks and Green Space Site,1,Site,LLYOAM,PG,000000303459,2022/09/14 00:00:00+00,358436.41855838,172368.4016915,11035.55061605,587.09143494,Out,0,11035.550*,,,,,,,,,,,,,11035.550616,587.091434937121
178,PK00144934,Leinster Avenue (Former CPG),108888,Amenity Area,,Parks and Green Space Site,1,Site,LEINAVCP,PG,000000303669,2022/09/14 00:00:00+00,358926.00403344,169779.4831905,454.48443201,90.55100264,out,0,454.48443*,,,,,,,,,,,,,454.484432,90.5510026414485
179,PK00144933,Leacroft Park,108888,Local Park,,Parks and Green Space Site,1,Site,LEACPA,PG,000000303415,2022/09/14 00:00:00+00,357306.27618916,167948.61223006,2757.71654301,203.21053981,out,0,2757.7165*,,,,,,,,,,,,,2757.716543,203.210539807947
180,PK00144932,Lawrence Weston Moor Nature Reserve,108888,Open Space,,Parks and Green Space Site,1,Site,LAWRWESMO,PG, ,2022/09/14 00:00:00+00,354704.13659819,179197.69365038,107348.45364956,2019.32685233,in,0,107348.45*,,,,,,,,,,,,,107348.4536495,2019.32685232994
181,PK00144941,Long Cross Woodland,108888,Open Space,,Parks and Green Space Site,1,Site,LONGCRWO,PG,000000303892,2022/09/14 00:00:00+00,355277.26952166,178739.55896939,7350.32683499,452.96878127,Pa*,0,7350.3268*,,,,,,,,,,,,,7350.326835,452.968781264237
182,PK00144939,Lodge Hill O/S,108888,Open Space,,Parks and Green Space Site,1,Site,LODGHIOS,PG,000000303297,2022/09/14 00:00:00+00,364185.25432817,174682.45699459,5121.21681546,345.88592852,in,0,5121.2168*,,,,,,,,,,,,,5121.2168155,345.885928517989
183,PK00144938,Lockleaze Open Space,108888,Open Space,"Heritage at Risk,",Parks and Green Space Site,1,Site,LOCKPLFI,PG,000000303340,2022/09/14 00:00:00+00,360852.5486365,176384.34729998,146672.60610383,4004.71377834,in,0,146672.60*,,,,,,,,,,,,,146672.606104,4004.71377834314
184,PK00144937,Lockleaze Green,108888,Amenity Area,,Parks and Green Space Site,1,Site,LOCKGR,PG,000000303345,2022/09/14 00:00:00+00,360483.62398295,176202.10989927,4038.74406753,266.39202719,in,0,4038.7440*,,,,,,,,,,,,,4038.7440675,266.392027190306
185,PK00144949,Mancroft Park,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,MANCAVOS,PG, ,2022/09/14 00:00:00+00,353645.39111163,177434.50004316,6753.83176552,383.79784954,in,0,6753.8317*,,,,,,,,,,,,,6753.8317655,383.797849541995
186,PK00144947,Mall Gardens,108888,Local Park," Attraction,",Parks and Green Space Site,1,Site,MALLGA,PG,000000300681,2022/09/14 00:00:00+00,356824.57272536,173033.98171656,5178.89649004,616.32912879,in,0,5178.8964*,,,,,,,,,,,,,5178.89649,616.32912878743
187,PK00144946,Ludlow Close Park,108888,Local Park,,Parks and Green Space Site,1,Site,LUDLCLPA,PG,000000303207,2022/09/14 00:00:00+00,359655.89910628,174091.44639427,1710.4028585,188.8337644,in,0,1710.4028*,,,,,,,,,,,,,1710.4028585,188.83376439991
188,PK00144952,Maple Close A/A,108888,Amenity Area,,Parks and Green Space Site,1,Site,MAPLCLAA,PG,000000303869,2022/09/14 00:00:00+00,361986.15775997,168255.21501876,1456.11431697,152.73997613,in,0,1456.1143*,,,,,,,,,,,,,1456.114317,152.739976135637
189,PK00144954,Market Square,108888,Amenity Area,,Parks and Green Space Site,1,Site,MARKSQ,PG,000000303317,2022/09/14 00:00:00+00,364398.60657385,175063.59606409,4394.11995245,266.54388908,out,0,4394.1199*,,,,,,,,,,,,,4394.1199525,266.543889078498
190,PK00144951,Manor Woods Valley,108888,Open Space,,Parks and Green Space Site,1,Site,MANOWO,PG,303248,2022/09/14 00:00:00+00,357661.950727,169579.61465748,223036.31882395,3732.91842807,in,0,223036.31*,,,,,,,,,,,,,223036.318824,3732.91842806637
191,PK00144955,Marsh Lane Open Space,108888,Road Verges,,Parks and Green Space Site,1,Site,MARSLA,PG,000000301680,2022/09/14 00:00:00+00,361169.02443242,172714.37774427,4684.54742396,296.15216811,in,0,4684.5474*,,,,,,,,,,,,,4684.547424,296.152168107574
